song,artist,date,votes,ratings,views,favorites,comments,contributors,acoustic,tonality,capo,chords
2002,Anne-Marie,1524439563,968,4.8562,1099966,23662,21,1,0,Gb,2,"D,D,A,Bm,Bm,F#m,G,A,D,D,D,A,Bm,Bm,F#m,G,A,D,Bm,G,D,A,G,A,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,A,D,D,A,Bm,Bm,F#m,G,A,D,Bm,G,D,A,G,A,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,A,D,A,Bm,G,D,A,Bm,G,Bm,G,D,A,G,A,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,A,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,G"
Idontwannabeyouanymore,Billie Eilish,1500732079,2125,4.87992,1100110,33461,27,6,0,C,0,"Cmaj7,Gmaj7,Amadd9,Gmaj7,Cmaj7,Gmaj7,Amadd9,Gmaj7,Cmaj7,Gmaj7,Amadd9,D,Dsus4,D5,Cmaj7,Gmaj7,Amadd9,B7,Cmaj7,Gmaj7,Amadd9,D,Dsus4,D5,Cmaj7,B7,Em,Cmaj7,Gmaj7,Amadd9,Gmaj7,Cmaj7,Gmaj7,Amadd9,D,Dsus4,D5,Cmaj7,Gmaj7,Amadd9,B7,Cmaj7,Gmaj7,Amadd9,D,Cmaj7,B7,Cmaj7,B7,Cmaj7,B7,Em"
Peaceful Easy Feeling,Eagles,1004486400,1879,4.75314,1099450,19643,52,8,0,,2,"D,Dsus4,D,Dsus4,D,Dsus4,D,Dsus4,D,G,D,G,D,G,A7,D,G,D,G,D,G,A7,A7,G,D,G,Em,A7,D,Em,G,A7,D,Dsus4,D,Dsus4,D,G,D,G,D,G,A7,D,G,D,G,D,G,A7,A7,G,D,G,Em,A7,D,Em,G,A7,D,Dsus4,D,Dsus4,D,G,D,G,D,G,A7,D,G,D,G,D,G,A7,G,D,G,Em,A7,D,Em,G,A7,D,D,G,D,G,D,G,A7,D,G,D,G,D,G,A7,A7,G,D,G,Em,A7,D,Em,G,A7,D,Em,G,A7,D,Em,G,A7,D,Em,G,A7,D,Em,G,A7,D,Em,G,A7,D"
Hurt,Christina Aguilera,1162771201,89,4.60218,1098693,2477,28,3,0,,0,"Em,B/D#,Em,C,Am,B,Em,B/D#,Em,C,Am,B,Em,A/C#,D,B/D#,C,A/C#,D,B/D#,Em,B/D#,Em,C,Am,B,Em,B/D#,Em,C,Am,B,Em,C,A/C#,D,B/D#,C,A/C#,D,B/D#,Em,B/D#,Em,C,Am,B,C,Em,C,Am,E,Am,B,Em,Em,B/D#,Em,C,Am,B,Em"
You Know Im No Good,Amy Winehouse,1248652801,295,4.90407,1098273,4806,9,3,0,Dm,0,"Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Am,E7,Am"
Always Be My Baby,David Cook,1209945601,107,4.69455,1097957,3506,21,2,0,,0,"G,Em,C9,Am,D,G,Em,C9,Am,D,G,C9,Em,C9,D,G,G,C9,Em,C9,D,G,Em,C9,Am,D,G,Em,C,Am,D,G,C9,Em,C9,D,G,G,C9,Em,C9,D,Em,A,C,B,Em,A,C,D,G,C9,Em,C9,D,G,G,C9,Em,C9,D,G,Em"
Drive,Incubus,1080604800,264,4.59328,1096995,13094,27,5,0,,0,"Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Cmaj7,A7,Cmaj9,A7,Cmaj7,A7,Cmaj9,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Cmaj7,A7,Cmaj9,A7,Cmaj7,A7,Cmaj9,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Cmaj7,A7,Cmaj9,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Em,Em7,Cmaj7,A7,Cmaj7,A7"
Back In Black,AC/DC,1004486400,259,3.97481,1096943,11373,57,2,0,,0,"E,D,A/C#,E,D,A/C#,E,D,A/C#,E,D,A/C#,E,D,A/C#,A,E,B,A,B,A,E,B,A,B,G,D,A,G,A,G,D,A,G,A,A,E,B,A,B,A,E,B,A,B,G,D,E,D,A/C#,E,D,A/C#,E,D,A/C#,E,D,A/C#,A,E,B,A,B,A,E,B,A,B,G,D,A,G,A,G,D,A,G,A,A,E,B,A,B,A,E,B,A,B,G,D,E,D,A/C#,A,E,B,A,B,A,E,B,A,B,G,D,A,G,A,G,D,A,G,A,A,E,B,A,B,A,E,B,A,B,G,D,A,E,B,A,B,A,A,E,B,A,B,A,A,E,B,A,B,A,A,E,B,A,B,G,D,A,G,A,G,D,A,G,A,A,E,B,A,B,A,A,E,B,A,B,A,A,E,B,A,B,A,E,B,A,B,G,D,A,G,A,G,D,A,G,A,A,E,B,A,B,A,E,B,A,B,G,D,C,B,E,D,A/C#"
Time,Pink Floyd,1091059200,992,4.77228,1096848,21901,64,6,0,,0,"F#m,Dmaj7,Amaj7,C#m7,Bm7,F#m,A,E,F#m,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,E,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,E,F#m,A,E,F#m,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,Bm7"
Welcome To The Black Parade,My Chemical Romance,1165363201,421,4.56461,1096814,6408,106,8,0,,0,"G,D/F#,Em,D,C,Am,D,G,D/F#,Em,D,C,Am,D,G,D/F#,Em,D,C,Am,D,G,D/F#,Em,D,C,Am,D,G,D/F#,Em,D,C,Am,D,G,D/F#,Em,D,C,D,G,D/F#,Em,C,C,G,D,G,D/F#,Em,C,C,G,D,G,D/F#,Em,D,C,G,D,G,D/F#,Em,D,C,D,G,D/F#,Em,C,G,D,G,D/F#,Em,C,C,G,D,G,D/F#,Em,D,C,G,D,G,D/F#,Em,D,C,D,C,B,Em,B,Em,C,Cm,G,D/F#,Em,D,C,G,C,D,G,G,D/F#,Em,D,C,G,C,D,A,E/G#,F#m,E,D,A,E,E,E,A,E/G#,F#m,E,D,E,A,E/G#,F#m,E,D,E,A,E/G#,F#m,E,D,E,E,A,E/G#,F#m,E,D,E,E,A"
Picture,Kid Rock,1021248000,787,4.64732,1096692,25929,47,5,0,,0,"G,C,D,C,G,G,C,D,C,G,Em,G,D,C,G,Em,G,D,C,G,G,C,D,C,G,G,C,D,C,G,Em,G,D,C,G,Em,G,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,Em,G,D,C,G,Em,G,D,C,G,D,C,G"
When Youre Gone,Avril Lavigne,1171929601,403,4.83844,1096054,14330,41,6,0,,0,"Em,C,G,D,D/F#,Am,Bm,A/C#,Em,C,Em,D,G,D/F#,Em,C,D,G,D/F#,Em,C,D,Am,C,D,C,Em,D,C,Em,D,Am,C,G,D/F#,C,D,C,Em,D,G,D/F#,Em,C,D,G,D/F#,Em,C,D,Am,C,D,C,Em,D,C,Em,D,Am,C,G,D/F#,C,D,Bm,C,G,D,B7,Em,C,A/C#,D,C,Em,D,C,Em,D,Am,C,G,D/F#,C,D,C,Em,D"
What A Wonderful World,Louis Armstrong,1275609601,2929,4.84122,1094941,45201,53,8,0,F,5,"C,Em,Am,Em,Dm,C,E7,Am,F,Dm,G,C,G,C,Em,Am,Em,Dm,C,E7,Am,F,Dm,G,C,G,C,G,C,Am,Em,Am,Em,Am,Em,Dm,C,G,C,Em,Am,Em,Dm,C,E7,Am,F,G,C,F,Dm,G,C"
I Miss You,Blink-182,1206316801,557,4.67389,1094517,11262,36,6,0,Ab,1,"G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,D,C2,G,D,Em,D,C2"
All Along The Watchtower,Jimi Hendrix,1239148801,509,4.70192,1092879,20179,22,2,0,Cm,0,"Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,Cm,A#,G#,A#,G#,A#,Cm"
Two Is Better Than One,Boys Like Girls,1251676801,41,4.25918,1092157,1130,5,1,0,,0,"C,Am,F,G,C,C,Am,F,G,C,F,G,F,G,F,G,Am,G,F,Am,G,C,C,Am,F,G,C,C,Am,F,G,C,F,G,F,G,F,G,Am,G,F,Am,G,F,G,G,C,Am,F,G,F,G,F,G,Am,G,F,F,G,F,G,Am,G,F,Am,G,C,Am,G,C"
O Come To The Altar,Elevation Worship,1439367353,2255,4.87436,1092345,46234,101,7,0,B,4,"G,C,G,C,G,C,Em,C,G,C,G,C,Em,C,G,Am7,Em,C,G,Am7,Em,C,G,G,C,G,C,Em,C,G,C,G,C,Em,C,G,Am7,Em,C,G,Am7,Em,C,G,G,Em,C,G,Em,C,G,G,Em,C,G,G,Am7,Em,C,G,Am7,Em,C,G,G,Am7,Em,C,G,G,C,G,C,G,C,G,C,G"
Just Like Heaven,The Cure,1037318400,1231,4.89177,1091950,25529,39,4,0,,0,"A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,F#m,G,F#m,G,F#m,G,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,A,E,Bm,D,F#m,G,F#m,G,F#m,G,D"
Lost Stars,Adam Levine,1403731719,1432,4.87275,1091332,28638,33,7,0,F,0,"Fmaj7,Fmaj7,Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,Fmaj7,Gsus4,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,Dm,Gsus4,G,Fmaj7,Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,Fmaj7,Gsus4,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,Dm,Gsus4,G,Fmaj7,C,Fmaj7,C,Fmaj7,C,Gsus4,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,Dm,Gsus4,G,D,Dm,F,G"
Lost On You,LP,1458294355,874,4.82029,1091308,15706,51,6,0,A#m,1,"Am,D,Em,Am,D,Em,C,Em,D,Em,Am,D,Em,Em,C,D,Em,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,Am,D,Em,Em,C,D,Em,C,D,Em,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C"
Whatever,Oasis,1004486400,344,4.87723,1090762,6793,30,1,0,,0,"G,G,G,G,Dsus4/F#,E,Em7,Dsus4,Cadd9,A7sus4,A2,B5,F#,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,Em7,A7sus4,Cadd9,G,G,Dsus4/F#,Em7,A7sus4,Cadd9,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,Em7,A7sus4,Cadd9,G,G,Dsus4/F#,Em7,A7sus4,Cadd9,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,B5,G2,B5,G2,B5,G2,B5,F#,E,E,G2,A2,E,E,G2,A2,E,E,G2,A2,E,E,A,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,F#,Dsus4,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4"
With You,Chris Brown,1197417601,124,4.51496,1088029,7026,30,2,0,,0,"D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,G,A,G,A,G,A,Bm,A,G,G,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,G,A,Bm,A,G,A,G,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,G,A,Bm,F#m7,G,G,G,A,Bm,F#m7,G,G,G,A,Bm,F#m7,G,G,G,A,Bm,F#m7,G,G,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,G,A,Bm,F#m7,G,A,Bm,A,G,G,Bm,Bm,Bm,G,G,Bm,A,G,G,Bm,Bm,G,G,Bm,Bm,G,G,Bm,Bm,G,G,Bm,Bm,G,G,A,A,G,G,A,A,G,G,A,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,G,A,Bm,F#m7,G,A,Bm,F#m7,G,A,Bm,F#m7,G,A,Bm,F#m7"
Breakaway,Kelly Clarkson,1090368000,311,4.71462,1087487,4546,24,5,0,C,0,"Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,G,C,F,G,C,F,G,C,F,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,F,Am,G,F"
Kathang Isip,Ben&Ben,1501071356,375,4.86354,1085590,14625,31,4,0,Eb,3,"C,G,C,G,C,G,C,G,Am,G,Am,G,Am,G,Em,Am,Bm,C,D,G,F,C,Em,D,C,G,F,C,Em,D,C,C,Am,Am,Em,D,C,G,C,G,C,G,Em,Am,Bm,C,D,G,F,C,Em,D,C,G,F,C,Em,D,C,C,D,Am,D,Am,D,Am,Bm,C,D,Em,C,G,D,Em,C,G,D,C,G,C,G,C,G,C,D,G,F,C,Em,D,C,G,F,C,Em,D,C,C,C,G,C,G"
If I Were A Boy,Beyoncé,1224460801,707,4.78505,1085475,22178,17,1,0,,0,"C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,Am7,Am7,C,G,D,Am,C,Em,D,Am,C,Em,D,C,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,Em,C,G,D"
Born To Die,Lana Del Rey,1324598401,549,4.83947,1085101,15395,13,1,0,,0,"G,A,B,D,E,E,A,G,F#,G,D,G,D,C,Em,D,G,D,G,D,C,Em,D,C,Em,D,Cmaj7,C,Em,D,Cmaj7,C,Em,D,Cmaj7,C,Em,D,C7,G,D,G,D,C,Em,D,D,C,Em,D,Cmaj7,C,Em,D,Cmaj7,C,Em,D,Cmaj7,C,Em,D,C7,C,Em,D,Cmaj7,C,Em,D,C,Em,D,Cmaj7,C,Em,D,Cmaj7,C,Em,D,Cmaj7,C,Em,D,Cmaj7,C,Em,D,C7"
Brown Eyed Girl,Van Morrison,1241568001,3945,4.81574,1084864,115543,55,7,0,G,0,"G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D"
Bless The Broken Road,Rascal Flatts,1098662400,114,4.56758,1082126,4344,9,4,0,,0,"C,G,Am,F,G,C,C,G,Am,F,G,C,C,G,Am,F,G,C,Am,G,F,C,C,G,Am,F,G,C,F,C,G,C,F,C,F,G,F,C,G,Am,F,C,C,G,Am,C,G,Am,F,G,C,C,G,Am,F,G,C,C,G,Am,F,G,C,C,G,Am,F,G,C,Am,G,F,C,C,G,Am,F,G,C,F,C,G,C,F,C,F,G,F,C,G,Am,F,C,C,G,Am,C,G,Am,F,G,C,F,C,G,C,F,C,G,C,F,C,G,C,F,C,C,G,Am,F,G,C,F,G,C,C,F,G,C,F,G,C,C,G,Am,F,G,C"
Stay,Sugarland,1163462401,653,4.84059,1081811,17566,39,3,0,Em,2,"D,A,D,A,Em,G,D,A,D,A,D,A,Em,G,D,A,Em,G,Em,G,A,D,G,Em,A,F#m,Bm,G,Em,A,D,A,Em,G,A,D,A,D,A,Em,G,D,A,Em,G,Em,G,A,D,G,Em,A,Bbdim,Bm,G,Em,A,D,Em,G,D,A,Em,G,Em,A,Em,G,A,D,G,Em,A,Bbdim,Bm,G,Em,A,D,A,Em,G,A,D"
One And Only,Adele,1297382401,258,4.82535,1081389,12443,16,2,0,,0,"Gm,Am,Am,Cadd9,F,Fsus4,F,C,Cadd9,C,F,Fsus4,F,C,Dm7,C,Gm,Gm,Gm,Dm,C,F,Fsus4,F,C,Dm7,C,Gm,Gm,Gm,Dm,C,Bb,C,Dm,Eb,Bb,F,C,F,Fsus4,F,Dm,Dm7,Dm,Am,Am,Am,Bb,Am,Gm,C,F,Fsus4,F,Dm,Dm7,Dm,Am,Am,Am,Bb,Am,Gm,C,F,Fsus4,F,C,Dm7,C,Gm,Gm,Gm,Dm,C,F,Fsus4,F,C,Dm7,C,Gm,Gm,Gm,Dm,C,Bb,C,Dm,Eb,Bb,F,C,F,Fsus4,F,Dm,Dm7,Dm,Am,Am,Am,Bb,Am,Gm,C,F,Fsus4,F,Dm,Dm7,Dm,Am,Am,Am,Bb,Am,Gm,C,C,F,Fsus4,F,Dm,Dm7,Dm,Am,Am,Bb,Am,Gm,C,F,Fsus4,F,Dm,Dm7,Dm,Am,Am,Am,Bb,Am,Gm,C"
Let Her Cry,Hootie & the Blowfish,1004486400,797,4.813,1080650,18123,39,5,0,,0,"G,D,C,G,G,D,C,G,G,D,C,G,G,D,C,G,C,G,C,Em,G,D,C,G,D,C,G,G,D,C,G,G,D,C,G,G,D,C,G,C,G,C,Em,G,D,C,G,D,C,G,G,D,C,G,G,D,C,G,C,G,C,Em,G,D,C,G,D,G,C,G,C,Em,G,D,C,G,D,C,G"
Reckless Love,Cory Asbury,1494491546,2523,4.8854,1080928,47083,75,6,0,Em,0,"Em7,D,C,Em7,D,C,Em7,D,C,Em7,D,C,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,Em7,D,C,Em7,D,C,Em7,D,C,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G"
A Sky Full Of Stars,Coldplay,1398838772,1087,4.78572,1080187,33849,78,3,0,Ebm,6,"Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,Em,Am,F,C,Em,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C"
Eye Of The Tiger,Survivor,1037318400,120,4.36917,1078392,2513,10,3,0,Cm,0,"Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,G,Ab,Cm,Bb,Cm,Cm,G,Ab,Cm,Bb,Cm,Cm,G,Ab,Cm,Bb,Cm,Cm,G,Ab,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Bb,Cm7,Eb,Bb,Bb,Cm7,Cm,Bb,Bb,Cm7,Eb,Bb,Bb,Cm7,Fm,Eb,Ab,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Bb,Cm7,Eb,Bb,Bb,Cm7,Cm,Bb,Bb,Cm7,Eb,Bb,Bb,Cm7,Fm,Eb,Ab,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Bb,Cm7,Eb,Bb,Bb,Cm7,Cm,Bb,Bb,Cm7,Eb,Bb,Bb,Cm7,Fm,Eb,Ab,Cm,Cm,Bb,Cm,Cm,G,Ab,Cm,Cm,Bb,Cm,Cm,G,Ab,Cm,Cm,Bb,Cm,Cm,G,Ab,Cm,Cm,Bb,Cm,Cm,G,Ab,Cm"
Cry Me A River,Justin Timberlake,1201824001,224,4.45557,1076868,6626,29,4,0,,2,"Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am"
Billie Jean,Michael Jackson,1089763200,410,4.53362,1076190,14734,29,3,0,,0,"F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,Bm,F#m,D,F#m,D,F#m,D,F#m,D,C#(7),F#m,Bm,F#m,Bm,F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,Bm,F#m,D,F#m,D,F#m,D,F#m,D,C#(7),F#m,Bm,F#m,F#m,Bm,F#m,Bm,F#m"
Free Fallin,Tom Petty,1109203200,762,4.58613,1076189,26500,116,3,0,D,3,"D,G,G,D,A,D,G,G,D,A,D,G,G,D,A,D,G,G,D,A,D,G,G,D,A,D,G,G,D,A,D,G,G,D,A,D,G,G,D,A,D,G,G,D,A"
Isnt She Lovely,Stevie Wonder,1127260800,131,4.74926,1071911,5921,11,1,0,C#m,0,"C#m7,F#9,E,C#m7,F#9,E,C#m7,F#9,E,Amaj7,G#7#5,C#m7,F#13,E,E,C#m7,F#9,E,C#m7,F#9,E,Amaj7,G#7#5,C#m7,F#13,E,E,C#m7,F#9,E,C#m7,F#9,E,Amaj7,G#7#5,C#m7,F#13,E,E,C#m7,F#9,E,C#m7,F#9,E,Amaj7,G#7#5,C#m7,F#13,E,E,C#m7,F#9,E,C#m7,F#9,E,Amaj7,G#7#5,C#m7,F#13,E,E"
Let Me Love You,DJ Snake,1469116999,418,4.82752,1071758,16854,13,2,0,Am,3,"Am,C,F,Am,C,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,F,Am,G,Dm,F,Am,G,Dm,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,F,Am,G,Dm,F,Am,G,Dm,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F,Am,C,Em,F,Em,F"
Beat It,Michael Jackson,1062028800,362,4.64216,1071383,10428,35,6,0,,0,"Em,D,Em,D,C,D,Em,D,Em,D,Em,D,C,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,C,D,Em,D,Em,D,Em,D,C,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D"
Jumper,Third Eye Blind,1106265600,180,4.4558,1070470,8006,16,3,0,,0,"Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G"
Dont You Remember,Adele,1302825601,540,4.87186,1070432,12752,10,1,0,,1,"G#madd6,G#m,G#m7,E,A,B,F#m,G#m,D4,D,D,G,Bm,D,G,D,D/F#,G,Bm,D,G,A,A,Bm,F#,A,D,Dmaj7,G,Em,Asus4,A,D,G,D,F#madd6,G,Em,Asus4,A,D,D,G,Bm,D,G,D,F#madd6,G,Bm,D,G,A,A,Bm,F#,A,D,Dmaj7,G,Em,Asus4,A,D,G,D,F#madd6,G,Em,Asus4,A,G,Bb,C,G,Bb,Dm,Em,A4,A,E,G#madd6,A,F#m,Bsus4,B,E,A,E,G#madd6,A,F#m,Bsus4,B,A,E,A"
